**********************************************
ItemStrings.txt
locale: zhCN
revision: 55586
version: 14
build: 3.4.3
ExportTime: 2024-07-18 19:46:45
Total Items: 14734
**********************************************
    [1, 1]: 38082
    [3, 869]: 24220
    [3, 870]: 23141
    [3, 871]: 24197
    [3, 872]: 41719
    [3, 873]: 42314
    [3, 874]: 41797
    [3, 875]: 41792
    [3, 876]: 41689
    [3, 877]: 24215
    [3, 878]: 41782
    [3, 879]: 24218
    [3, 880]: 23140
    [3, 881]: 41579
    [3, 882]: 42307
    [3, 883]: 41781
    [3, 884]: 41565
    [3, 885]: 20855
    [3, 886]: 31879
    [3, 887]: 20856
    [3, 888]: 20971
    [3, 889]: 24163
    [3, 890]: 43485
    [3, 891]: 43497
    [3, 892]: 21940
    [3, 893]: 21957
    [3, 894]: 41789
    [3, 895]: 23135
    [3, 896]: 24213
    [3, 897]: 41711
    [3, 898]: 24198
    [3, 899]: 41578
    [3, 900]: 42302
    [3, 901]: 23148
    [3, 902]: 24165
    [3, 903]: 20973
    [3, 904]: 24203
    [3, 905]: 42300
    [3, 906]: 41688
    [3, 907]: 31878
    [3, 908]: 32411
    [3, 909]: 41787
    [3, 910]: 21945
    [3, 911]: 41560
    [3, 912]: 23154
    [3, 913]: 24202
    [3, 914]: 42313
    [3, 915]: 43319
    [3, 916]: 41686
    [3, 917]: 24214
    [3, 918]: 41690
    [3, 919]: 41698
    [3, 920]: 24170
    [3, 921]: 24180
    [3, 922]: 21941
    [3, 923]: 41798
    [3, 924]: 41812
    [3, 925]: 39914
    [3, 926]: 28290
    [3, 927]: 32205
    [3, 928]: 40124
    [3, 929]: 28467
    [3, 930]: 40013
    [3, 931]: 28119
    [3, 932]: 24048
    [3, 933]: 22573
    [3, 934]: 37701
    [3, 935]: 10394
    [3, 936]: 7061
    [3, 937]: 7051
    [3, 938]: 44963
    [3, 939]: 14117
    [3, 940]: 14120
    [3, 941]: 18359
    [3, 942]: 40751
    [3, 943]: 40681
    [3, 944]: 49869
    [3, 945]: 40700
    [3, 946]: 45741
    [3, 947]: 41105
    [3, 948]: 41106
    [3, 949]: 17413
    [3, 950]: 17414
    [3, 951]: 29549
    [3, 952]: 22393
    [3, 953]: 31837
    [3, 954]: 867
    [3, 955]: 38616
    [3, 956]: 50700
    [3, 957]: 890
    [3, 958]: 40200
    [3, 959]: 44002
    [3, 960]: 10167
    [3, 961]: 10166
    [3, 962]: 10168
    [3, 963]: 47085
    [3, 964]: 31196
    [3, 965]: 28508
    [3, 966]: 17028
    [3, 967]: 41108
    [3, 968]: 40395
    [3, 969]: 21761
    [3, 970]: 43367
    [3, 971]: 13096
    [3, 972]: 21308
    [3, 973]: 43283
    [3, 974]: 14222
    [3, 975]: 14221
    [3, 976]: 14219
    [3, 977]: 45501
    [3, 978]: 2449
    [3, 979]: 28731
    [3, 980]: 24044
    [3, 981]: 4790
    [3, 982]: 1980
    [3, 983]: 13017
    [3, 984]: 5565
    [3, 985]: 29166
    [3, 986]: 42460
    [3, 987]: 37235
    [3, 988]: 22525
    [3, 989]: 47828
    [3, 990]: 10646
    [3, 991]: 4395
    [3, 992]: 44501
    [3, 993]: 23836
    [3, 994]: 9061
    [3, 995]: 8194
    [3, 996]: 4090
    [3, 997]: 5527
    [3, 998]: 1936
    [3, 999]: 7148
    [3, 1000]: 18587
    [4, 1]: 1943
    [4, 2]: 51975
    [4, 3]: 37796
    [4, 4]: 27800
    [4, 5]: 37636
    [4, 6]: 43491
    [4, 7]: 50697
    [4, 8]: 2284
    [4, 9]: 2283
    [4, 10]: 35600
    [4, 11]: 36667
    [4, 12]: 40718
    [4, 13]: 7912
    [4, 14]: 7966
    [4, 15]: 45826
    [4, 16]: 15592
    [4, 17]: 15593
    [4, 18]: 51987
    [4, 19]: 15594
    [4, 20]: 15598
    [4, 21]: 36997
    [4, 22]: 51983
    [4, 23]: 15591
    [4, 24]: 40714
    [4, 25]: 39403
    [4, 26]: 40091
    [4, 27]: 35318
    [4, 28]: 35759
    [4, 29]: 40169
    [4, 30]: 39978
    [4, 31]: 45512
    [4, 32]: 39189
    [4, 33]: 40059
    [4, 34]: 40163
    [4, 35]: 39967
    [4, 36]: 36497
    [4, 37]: 40089
    [4, 38]: 24062
    [4, 39]: 32223
    [4, 40]: 39212
    [4, 41]: 41239
    [4, 42]: 40167
    [4, 43]: 23105
    [4, 44]: 37186
    [4, 45]: 39976
    [4, 46]: 25898
    [4, 47]: 46350
    [4, 48]: 11734
    [4, 49]: 40056
    [4, 50]: 49632
    [4, 51]: 40160
    [4, 52]: 39502
    [4, 53]: 39964
    [4, 54]: 3825
    [4, 55]: 43371
    [4, 56]: 39190
    [4, 57]: 32572
    [4, 58]: 32569
    [4, 59]: 24673
    [4, 60]: 24671
    [4, 61]: 24675
    [4, 62]: 24674
    [4, 63]: 45668
    [4, 64]: 45715
    [4, 65]: 45580
    [4, 66]: 45020
    [4, 67]: 45590
    [4, 68]: 32837
    [4, 69]: 32838
    [4, 70]: 37792
    [4, 71]: 44984
    [4, 72]: 43405
    [4, 73]: 35514
    [4, 74]: 54806
    [4, 75]: 225923
    [4, 76]: 35723
    [4, 77]: 39415
    [4, 78]: 29425
    [4, 79]: 43391
    [4, 80]: 45676
    [4, 81]: 37238
    [4, 82]: 40197
    [4, 83]: 22691
    [4, 84]: 21709
    [4, 85]: 45531
    [4, 86]: 40286
    [4, 87]: 40275
    [4, 88]: 36570
    [4, 89]: 45533
    [4, 90]: 37681
    [4, 91]: 35678
    [4, 92]: 36907
    [4, 93]: 16039
    [4, 94]: 25329
    [4, 95]: 27682
    [4, 96]: 27660
    [4, 97]: 25074
    [4, 98]: 29450
    [4, 99]: 25142
    [4, 100]: 40736
    [4, 101]: 45979
    [4, 102]: 50716
    [4, 103]: 37595
    [4, 104]: 9406
    [4, 105]: 25187
    [4, 106]: 37876
    [4, 107]: 37559
    [4, 108]: 31305
    [4, 109]: 13015
    [4, 110]: 27918
    [4, 111]: 27981
    [4, 112]: 29334
    [4, 113]: 25978
    [4, 114]: 22252
    [4, 115]: 16830
    [4, 116]: 16828
    [4, 117]: 31804
    [4, 118]: 31463
    [4, 119]: 40344
    [4, 120]: 36399
    [4, 121]: 36396
    [4, 122]: 36401
    [4, 123]: 36397
    [4, 124]: 36395
    [4, 125]: 36400
    [4, 126]: 36402
    [4, 127]: 3369
    [4, 128]: 2013
    [4, 129]: 10499
    [4, 130]: 9486
    [4, 131]: 40054
    [4, 132]: 40158
    [4, 133]: 39962
    [4, 134]: 6662
    [4, 135]: 50213
    [4, 136]: 25048
    [4, 137]: 10647
    [4, 138]: 42998
    [4, 139]: 37782
    [4, 140]: 36391:-43
    [4, 141]: 36390:-43
    [4, 142]: 36389:-43
    [4, 143]: 36393:-43
    [4, 144]: 36394:-43
    [4, 145]: 36392:-43
    [4, 146]: 36388:-43
    [4, 147]: 36387:-43
    [4, 148]: 44695:-43
    [4, 149]: 36456:-43
    [4, 150]: 36304:-43
    [4, 151]: 36447:-43
    [4, 152]: 36573:-43
    [4, 153]: 36326:-43
    [4, 154]: 36329:-43
    [4, 155]: 36325:-43
    [4, 156]: 51987:-43
    [4, 157]: 36399:-43
    [4, 158]: 36499:-43
    [4, 159]: 24883:-43
    [4, 160]: 36313:-43
    [4, 161]: 36312:-43
    [4, 162]: 36314:-43
    [4, 163]: 36308:-43
    [4, 164]: 24886:-43
    [4, 165]: 44683:-43
    [4, 166]: 42340:-43
    [4, 167]: 36439:-43
    [4, 168]: 44649:-43
    [4, 169]: 44677:-43
    [4, 170]: 24850:-43
    [4, 171]: 36375:-43
    [4, 172]: 36374:-43
    [4, 173]: 36378:-43
    [4, 174]: 36372:-43
    [4, 175]: 36373:-43
    [4, 176]: 36376:-43
    [4, 177]: 36331:-43
    [4, 178]: 36369:-43
    [4, 179]: 36514:-43
    [4, 180]: 25106:-43
    [4, 181]: 36443:-43
    [4, 182]: 36487:-43
    [4, 183]: 24900:-43
    [4, 184]: 24896:-43
    [4, 185]: 36559:-43
    [4, 186]: 31228:-43
    [4, 187]: 25214:-43
    [4, 188]: 24826:-43
    [4, 189]: 24822:-43
    [4, 190]: 36341:-43
    [4, 191]: 36295:-43
    [4, 192]: 36294:-43
    [4, 193]: 36297:-43
    [4, 194]: 36293:-43
    [4, 195]: 36296:-43
    [4, 196]: 36292:-43
    [4, 197]: 25195:-43
    [4, 198]: 36442:-43
    [4, 199]: 36432:-43
    [4, 200]: 31254:-43
    [4, 201]: 25060:-43
    [4, 202]: 36360:-43
    [4, 203]: 36356:-43
    [4, 204]: 36403:-43
    [4, 205]: 36383:-43
    [4, 206]: 36380:-43
    [4, 207]: 36382:-43
    [4, 208]: 36379:-43
    [4, 209]: 36384:-43
    [4, 210]: 36386:-43
    [4, 211]: 24817:-43
    [4, 212]: 31160:-43
    [4, 213]: 36316:-43
    [4, 214]: 36318:-43
    [4, 215]: 36322:-43
    [4, 216]: 36321:-43
    [4, 217]: 36315:-43
    [4, 218]: 6551
    [4, 219]: 6547
    [4, 220]: 6545
    [4, 221]: 6546
    [4, 222]: 6548
    [4, 223]: 6550
    [4, 224]: 18456
    [4, 225]: 15166
    [4, 226]: 15169
    [4, 227]: 15168
    [4, 228]: 15161
    [4, 229]: 15162
    [4, 230]: 13001
    [4, 231]: 41107
    [4, 232]: 29380
    [4, 233]: 29460
    [4, 234]: 30722
    [4, 235]: 43869
    [4, 236]: 39217
    [4, 237]: 754
    [4, 238]: 41101
    [4, 239]: 44408
    [4, 240]: 33766
    [4, 241]: 34059
    [4, 242]: 33762
    [4, 243]: 33754
    [4, 244]: 33681
    [4, 245]: 33801
    [4, 246]: 34015
    [4, 247]: 33689
    [4, 248]: 33669
    [4, 249]: 33756
    [4, 250]: 33737
    [4, 251]: 33755
    [4, 252]: 33735
    [4, 253]: 33661
    [4, 254]: 33705
    [4, 255]: 34016
    [4, 256]: 33688
    [4, 257]: 33765
    [4, 258]: 34540
    [4, 259]: 33743
    [4, 260]: 33764
    [4, 261]: 33670
    [4, 262]: 33687
    [4, 263]: 34530
    [4, 264]: 33763
    [4, 265]: 33716
    [4, 266]: 33727
    [4, 267]: 33662
    [4, 268]: 33663
    [4, 269]: 34066
    [4, 270]: 33736
    [4, 271]: 33733
    [4, 272]: 33734
    [4, 273]: 33006
    [4, 274]: 34529
    [4, 275]: 34033
    [4, 276]: 43424
    [4, 277]: 40327
    [4, 278]: 40104
    [4, 279]: 40174
    [4, 280]: 39983
    [4, 281]: 39239
    [4, 282]: 43338
    [4, 283]: 37799
    [4, 284]: 37801
    [4, 285]: 20878
    [4, 286]: 39390
    [4, 287]: 40909
    [4, 288]: 41376
    [4, 289]: 40337
    [4, 290]: 39671
    [4, 291]: 50215
    [4, 292]: 35725
    [4, 293]: 35279
    [4, 294]: 35280
    [4, 295]: 37757
    [4, 296]: 31338
    [4, 297]: 4782
    [4, 298]: 24584
    [4, 299]: 24588
    [4, 300]: 24586
    [4, 301]: 24583
    [4, 302]: 24575
    [4, 303]: 24582
    [4, 304]: 25941
    [4, 305]: 24393
    [4, 306]: 14617
    [4, 307]: 39272
    [4, 308]: 40273
    [4, 309]: 31178
    [4, 310]: 4606
    [4, 311]: 40737
    [4, 312]: 10048
    [4, 313]: 2672
    [4, 314]: 36782
    [4, 315]: 4538
    [4, 316]: 37762
    [4, 317]: 42910
    [4, 318]: 36466
    [4, 319]: 1982
    [4, 320]: 16825
    [4, 321]: 16827
    [4, 322]: 24116
    [4, 323]: 11983:760
    [4, 324]: 7489:775
    [4, 325]: 7486:785
    [4, 326]: 36389:-9
    [4, 327]: 36392:-9
    [4, 328]: 10217:805
    [4, 329]: 10212:777
    [4, 330]: 6512:757
    [4, 331]: 6600:765
    [4, 332]: 24685:-9
    [4, 333]: 36057:-9
    [4, 334]: 36058:-9
    [4, 335]: 36056:-9
    [4, 336]: 36053:-9
    [4, 337]: 6268:756
    [4, 338]: 6268:755
    [4, 339]: 6269:754
    [4, 340]: 10258:780
    [4, 341]: 36456:-9
    [4, 342]: 36458:-9
    [4, 343]: 36347:-9
    [4, 344]: 36459:-9
    [4, 345]: 36306:-9
    [4, 346]: 25313:-9
    [4, 347]: 15130:776
    [4, 348]: 15118:767
    [4, 349]: 36429:-9
    [4, 350]: 4575:763
    [4, 351]: 10200:784
    [4, 352]: 15287:762
    [4, 353]: 15154:772
    [4, 354]: 7476:775
    [4, 355]: 6552:763
    [4, 356]: 6553:760
    [4, 357]: 6558:754
    [4, 358]: 6558:756
    [4, 359]: 9844:781
    [4, 360]: 9847:763
    [4, 361]: 9850:771
    [4, 362]: 24703:-9
    [4, 363]: 24705:-9
    [4, 364]: 14188:760
    [4, 365]: 24610:-9
    [4, 366]: 10227:805
    [4, 367]: 24811:-9
    [4, 368]: 14120:761
    [4, 369]: 24583:-9
    [4, 370]: 10060:774
    [4, 371]: 10064:795
    [4, 372]: 10065:798
    [4, 373]: 10111:799
    [4, 374]: 10110:787
    [4, 375]: 10113:785
    [4, 376]: 10109:785
    [4, 377]: 14109:758
    [4, 378]: 11985:766
    [4, 379]: 36672:-9
    [4, 380]: 36271:-9
    [4, 381]: 36267:-9
    [4, 382]: 10176:784
    [4, 383]: 10175:799
    [4, 384]: 24613:-9
    [4, 385]: 36420:-9
    [4, 386]: 9863:773
    [4, 387]: 9855:770
    [4, 388]: 36207:-9
    [4, 389]: 36593:-9
    [4, 390]: 6562:760
    [4, 391]: 6565:763
    [4, 392]: 6567:769
    [4, 393]: 6563:757
    [4, 394]: 6568:765
    [4, 395]: 6568:766
    [4, 396]: 6570:761
    [4, 397]: 36687:-9
    [4, 398]: 25289:-9
    [4, 399]: 36665:-9
    [4, 400]: 7430:784
    [4, 401]: 24840:-9
    [4, 402]: 36671:-9
    [4, 403]: 36657:-9
    [4, 404]: 36618:-9
    [4, 405]: 36311:-9
    [4, 406]: 36314:-9
    [4, 407]: 35977:-9
    [4, 408]: 35974:-9
    [4, 409]: 35975:-9
    [4, 410]: 35973:-9
    [4, 411]: 35972:-9
    [4, 412]: 36695:-9
    [4, 413]: 6581:760
    [4, 414]: 6587:766
    [4, 415]: 15427:775
    [4, 416]: 24604:-9
    [4, 417]: 24603:-9
    [4, 418]: 36046:-9
    [4, 419]: 36050:-9
    [4, 420]: 36043:-9
    [4, 421]: 36045:-9
    [4, 422]: 36681:-9
    [4, 423]: 36527:-9
    [4, 424]: 24938:-9
    [4, 425]: 10187:798
    [4, 426]: 36485:-9
    [4, 427]: 15178:780
    [4, 428]: 6537:755
    [4, 429]: 6543:754
    [4, 430]: 6540:758
    [4, 431]: 6539:759
    [4, 432]: 6539:757
    [4, 433]: 6539:758
    [4, 434]: 6538:763
    [4, 435]: 25302:-9
    [4, 436]: 36679:-9
    [4, 437]: 10070:797
    [4, 438]: 9776:760
    [4, 439]: 9777:757
    [4, 440]: 9779:755
    [4, 441]: 24723:-9
    [4, 442]: 24719:-9
    [4, 443]: 24722:-9
    [4, 444]: 15651:799
    [4, 445]: 10154:791
    [4, 446]: 36261:-9
    [4, 447]: 35995:-9
    [4, 448]: 36018:-9
    [4, 449]: 36011:-9
    [4, 450]: 36017:-9
    [4, 451]: 14212:770
    [4, 452]: 14207:778
    [4, 453]: 9756:755
    [4, 454]: 10289:775
    [4, 455]: 14175:766
    [4, 456]: 14168:760
    [4, 457]: 14166:757
    [4, 458]: 14167:757
    [4, 459]: 14173:760
    [4, 460]: 14173:759
    [4, 461]: 14172:764
    [4, 462]: 14172:766
    [4, 463]: 14174:759
    [4, 464]: 7485:775
    [4, 465]: 24592:-9
    [4, 466]: 24594:-9
    [4, 467]: 24593:-9
    [4, 468]: 36332:-9
    [4, 469]: 15336:769
    [4, 470]: 9904:775
    [4, 471]: 3430:762
    [4, 472]: 15619:781
    [4, 473]: 36133:-9
    [4, 474]: 15350:772
    [4, 475]: 36026:-9
    [4, 476]: 25057:-9
    [4, 477]: 36225:-9
    [4, 478]: 9912:777
    [4, 479]: 14271:792
    [4, 480]: 14273:779
    [4, 481]: 14270:770
    [4, 482]: 36513:-9
    [4, 483]: 25314:-9
    [4, 484]: 15972:760
    [4, 485]: 14124:760
    [4, 486]: 14131:760
    [4, 487]: 36694:-9
    [4, 488]: 36028:-9
    [4, 489]: 36041:-9
    [4, 490]: 36040:-9
    [4, 491]: 36035:-9
    [4, 492]: 36037:-9
    [4, 493]: 9749:757
    [4, 494]: 15933:754
    [4, 495]: 9748:755
    [4, 496]: 9748:757
    [4, 497]: 9747:755
    [4, 498]: 15124:762
    [4, 499]: 15120:765
    [4, 500]: 15120:763
    [4, 501]: 36415:-9
    [4, 502]: 25044:-9
    [4, 503]: 31246:-9
    [4, 504]: 36167:-9
    [4, 505]: 9766:762
    [4, 506]: 10406:775
    [4, 507]: 9832:768
    [4, 508]: 9828:769
    [4, 509]: 11982:760
    [4, 510]: 36591:-9
    [4, 511]: 15935:764
    [4, 512]: 9823:769
    [4, 513]: 10404:767
    [4, 514]: 9826:778
    [4, 515]: 25009:-9
    [4, 516]: 4566:756
    [4, 517]: 35956:-9
    [4, 518]: 24836:-9
    [4, 519]: 36418:-9
    [4, 520]: 36428:-9
    [4, 521]: 25132:-9
    [4, 522]: 21768:783
    [4, 523]: 7520:790
    [4, 524]: 7522:776
    [4, 525]: 7521:781
    [4, 526]: 7519:790
    [4, 527]: 7518:792
    [4, 528]: 24825:-9
    [4, 529]: 24822:-9
    [4, 530]: 36427:-9
    [4, 531]: 24630:-9
    [4, 532]: 36660:-9
    [4, 533]: 35968:-9
    [4, 534]: 35965:-9
    [4, 535]: 14259:780
    [4, 536]: 36088:-9
    [4, 537]: 14179:758
    [4, 538]: 9942:793
    [4, 539]: 10103:784
    [4, 540]: 10102:802
    [4, 541]: 6612:767
    [4, 542]: 6613:763
    [4, 543]: 6614:762
    [4, 544]: 6610:775
    [4, 545]: 10083:793
    [4, 546]: 9809:772
    [4, 547]: 9806:763
    [4, 548]: 9808:770
    [4, 549]: 9805:760
    [4, 550]: 9805:759
    [4, 551]: 9805:758
    [4, 552]: 9801:765
    [4, 553]: 9919:771
    [4, 554]: 36643:-9
    [4, 555]: 36109:-9
    [4, 556]: 36113:-9
    [4, 557]: 9951:772
    [4, 558]: 20826:761
    [4, 559]: 20826:763
    [4, 560]: 15306:756
    [4, 561]: 36440:-9
    [4, 562]: 12024:775
    [4, 563]: 35991:-9
    [4, 564]: 36517:-9
    [4, 565]: 11984:763
    [4, 566]: 11987:771
    [4, 567]: 14253:777
    [4, 568]: 11988:774
    [4, 569]: 24121
    [4, 570]: 36470:-9
    [4, 571]: 7354:769
    [4, 572]: 7369:778
    [4, 573]: 25300:-9
    [4, 574]: 7407:778
    [4, 575]: 7414:776
    [4, 576]: 7406:767
    [4, 577]: 10233:787
    [4, 578]: 36157:-9
    [4, 579]: 36155:-9
    [4, 580]: 24638:-9
    [4, 581]: 15323:763
    [4, 582]: 9793:760
    [4, 583]: 9797:770
    [4, 584]: 9798:772
    [4, 585]: 9792:763
    [4, 586]: 20964:773
    [4, 587]: 20964:772
    [4, 588]: 36103:-9
    [4, 589]: 36102:-9
    [4, 590]: 15617:778
    [4, 591]: 10137:790
    [4, 592]: 10137:792
    [4, 593]: 36385:-9
    [4, 594]: 36384:-9
    [4, 595]: 2077:771
    [4, 596]: 24816:-9
    [4, 597]: 14246:787
    [4, 598]: 14242:785
    [4, 599]: 14243:778
    [4, 600]: 23441
    [4, 601]: 15929
    [4, 602]: 4040
    [4, 603]: 7111
    [4, 604]: 4719
    [4, 605]: 50469
    [4, 606]: 4720
    [4, 607]: 4718
    [4, 608]: 4038
    [4, 609]: 6406
    [4, 610]: 10061
    [4, 611]: 10062
    [4, 612]: 10059
    [4, 613]: 10063
    [4, 614]: 10060
    [4, 615]: 10064
    [4, 616]: 10066
    [4, 617]: 10065
    [4, 618]: 31331
    [4, 619]: 8175
    [4, 620]: 8176
    [4, 621]: 8193
    [4, 622]: 6530
    [4, 623]: 8197
    [4, 624]: 2234
    [4, 625]: 25103
    [4, 626]: 24391
    [4, 627]: 4383
    [4, 628]: 43132
    [4, 629]: 43133
    [4, 630]: 4828
    [4, 631]: 13931
    [4, 632]: 28959
    [4, 633]: 28956
    [4, 634]: 28954
    [4, 635]: 28946
    [4, 636]: 28955
    [4, 637]: 23452
    [4, 638]: 18838
    [4, 639]: 18876
    [4, 640]: 18843
    [4, 641]: 28953
    [4, 642]: 28940
    [4, 643]: 28944
    [4, 644]: 18847
    [4, 645]: 28947
    [4, 646]: 18825
    [4, 647]: 18836
    [4, 648]: 28952
    [4, 649]: 23453
    [4, 650]: 18865
    [4, 651]: 28943
    [4, 652]: 28941
    [4, 653]: 18867
    [4, 654]: 23454
    [4, 655]: 18855
    [4, 656]: 18827
    [4, 657]: 18873
    [4, 658]: 18830
    [4, 659]: 28945
    [4, 660]: 23451
    [4, 661]: 28957
    [4, 662]: 28949
    [4, 663]: 23455
    [4, 664]: 18833
    [4, 665]: 28950
    [4, 666]: 28942
    [4, 667]: 28951
    [4, 668]: 23456
    [4, 669]: 28960
    [4, 670]: 28948
    [4, 671]: 18869
    [4, 672]: 12584
    [4, 673]: 2955
    [4, 674]: 45631
    [4, 675]: 46349
    [4, 676]: 10510
    [4, 677]: 37855
    [4, 678]: 16838
    [4, 679]: 7075
    [4, 680]: 45775
    [4, 681]: 50712
    [4, 682]: 41334
    [4, 683]: 41527
    [4, 684]: 7076
    [4, 685]: 37633
    [4, 686]: 25867
    [4, 687]: 9470
    [4, 688]: 11178
    [4, 689]: 11084
    [4, 690]: 22449
    [4, 691]: 3730
    [4, 692]: 4540
    [4, 693]: 4655
    [4, 694]: 769
    [4, 695]: 11139
    [4, 696]: 14344
    [4, 697]: 22203
    [4, 698]: 926
    [4, 699]: 4398
    [4, 700]: 34753
    [4, 701]: 4370
    [4, 702]: 43677
    [4, 703]: 39426
    [4, 704]: 10252
    [4, 705]: 10249
    [4, 706]: 22012
    [4, 707]: 27736
    [4, 708]: 6264
    [4, 709]: 1196
    [4, 710]: 1288
    [4, 711]: 29153
    [4, 712]: 14152
    [4, 713]: 24681
    [4, 714]: 24684
    [4, 715]: 24682
    [4, 716]: 24677
    [4, 717]: 24683
    [4, 718]: 15276
    [4, 719]: 10586
    [4, 720]: 5637
    [4, 721]: 12799
    [4, 722]: 12002
    [4, 723]: 12034
    [4, 724]: 8152
    [4, 725]: 835
    [4, 726]: 1725
    [4, 727]: 14959
    [4, 728]: 14958
    [4, 729]: 14965
    [4, 730]: 14964
    [4, 731]: 14960
    [4, 732]: 35557
    [4, 733]: 37809
    [4, 734]: 47511
    [4, 735]: 10106
    [4, 736]: 10111
    [4, 737]: 10110
    [4, 738]: 10105
    [4, 739]: 10113
    [4, 740]: 10108
    [4, 741]: 10109
    [4, 742]: 13026
    [4, 743]: 45518
    [4, 744]: 16168
    [4, 745]: 50736
    [4, 746]: 47519
    [4, 747]: 31255
    [4, 748]: 45776
    [4, 749]: 50695
    [4, 750]: 25868
    [4, 751]: 50694
    [4, 752]: 38661
    [4, 753]: 40483
    [4, 754]: 36612
    [4, 755]: 43551
    [4, 756]: 50624
    [4, 757]: 18736
    [4, 758]: 50655
    [4, 759]: 39422
    [4, 760]: 39241
    [4, 761]: 40582
    [4, 762]: 50696
    [4, 763]: 42412
    [4, 764]: 50699
    [4, 765]: 13466
    [4, 766]: 18744
    [4, 767]: 39255
    [4, 768]: 50654
    [4, 769]: 41266
    [4, 770]: 40261
    [4, 771]: 15970
    [4, 772]: 14097
    [4, 773]: 14109
    [4, 774]: 37365
    [4, 775]: 32445
    [4, 776]: 12984
    [4, 777]: 32228
    [4, 778]: 11985
    [4, 779]: 12019
    [4, 780]: 36924
    [4, 781]: 43107
    [4, 782]: 41604
    [4, 783]: 25147
    [4, 784]: 45570
    [4, 785]: 34471
    [4, 786]: 34664
    [4, 787]: 31256:-58
    [4, 788]: 31264:-58
    [4, 789]: 20874
    [4, 790]: 36920
    [4, 791]: 41146
    [4, 792]: 8838
    [4, 793]: 43238
    [4, 794]: 39232
    [4, 795]: 40632
    [4, 796]: 40617
    [4, 797]: 40623
    [4, 798]: 40620
    [4, 799]: 39733
    [4, 800]: 50612
    [4, 801]: 40631
    [4, 802]: 40616
    [4, 803]: 40622
    [4, 804]: 40610
    [4, 805]: 40619
    [4, 806]: 45994
    [4, 807]: 45468
    [4, 808]: 32720
    [4, 809]: 44372
    [4, 810]: 40633
    [4, 811]: 40618
    [4, 812]: 40615
    [4, 813]: 40630
    [4, 814]: 40624
    [4, 815]: 40612
    [4, 816]: 40621
    [4, 817]: 40639
    [4, 818]: 40627
    [4, 819]: 40636
    [4, 820]: 40350
    [4, 821]: 1816
    [4, 822]: 33821
    [4, 823]: 27683
    [4, 824]: 27712
    [4, 825]: 25101
    [4, 826]: 10940
    [4, 827]: 36672
    [4, 828]: 27676
    [4, 829]: 45625
    [4, 830]: 15423
    [4, 831]: 31212
    [4, 832]: 31211
    [4, 833]: 31210
    [4, 834]: 9784
    [4, 835]: 9787
    [4, 836]: 9783
    [4, 837]: 9785
    [4, 838]: 9786
    [4, 839]: 9788
    [4, 840]: 9789
    [4, 841]: 2527
    [4, 842]: 25806
    [4, 843]: 19379
    [4, 844]: 44504
    [4, 845]: 35188
    [4, 846]: 41099
    [4, 847]: 40244
    [4, 848]: 44691
    [4, 849]: 15410
    [4, 850]: 18404
    [4, 851]: 31779
    [4, 852]: 13004
    [4, 853]: 18600
    [4, 854]: 22153
    [4, 855]: 44955
    [4, 856]: 42898
    [4, 857]: 37888
    [4, 858]: 45738
    [4, 859]: 42736
    [4, 860]: 24024
    [4, 861]: 37144
    [4, 862]: 8287
    [4, 863]: 11968:1313
    [4, 864]: 11969:1314
    [4, 865]: 8283
    [4, 866]: 8289
    [4, 867]: 8286
    [4, 868]: 43339
    [4, 869]: 12363
    [4, 870]: 40427
    [4, 871]: 16040
    [4, 872]: 37641
    [4, 873]: 35589
    [4, 874]: 29736
    [4, 875]: 8284
    [4, 876]: 30831
    [4, 877]: 42735
    [4, 878]: 36271
    [4, 879]: 36270
    [4, 880]: 36273
    [4, 881]: 36274
    [4, 882]: 36272
    [4, 883]: 36267
    [4, 884]: 42780
    [4, 885]: 36268
    [4, 886]: 36269
    [4, 887]: 32828
    [4, 888]: 45672
    [4, 889]: 23179
    [4, 890]: 13117
    [4, 891]: 36972
    [4, 892]: 22445
    [4, 893]: 5770
    [4, 894]: 8292
    [4, 895]: 29739
    [4, 896]: 37861
    [4, 897]: 18358
    [4, 898]: 15932:1799
    [4, 899]: 15222:1800
    [4, 900]: 4575:1804
    [4, 901]: 6553:1802
    [4, 902]: 6558:1800
    [4, 903]: 10063:1813
    [4, 904]: 14158:1808
    [4, 905]: 14159:1804
    [4, 906]: 2632:1799
    [4, 907]: 7556:1808
    [4, 908]: 6536:1804
    [4, 909]: 6538:1805
    [4, 910]: 14166:1801
    [4, 911]: 14167:1801
    [4, 912]: 14167:1802
    [4, 913]: 15303:1802
    [4, 914]: 2075:1799
    [4, 915]: 4569:1799
    [4, 916]: 9891:1809
    [4, 917]: 9832:1807
    [4, 918]: 10143:1826
    [4, 919]: 14297:1822
    [4, 920]: 6614:1804
    [4, 921]: 3185:1812
    [4, 922]: 1613:1816
    [4, 923]: 7356:1804
    [4, 924]: 9793:1803
    [4, 925]: 2140:1799
    [4, 926]: 2077:1809
    [4, 927]: 31203
    [4, 928]: 9155
    [4, 929]: 40558
    [4, 930]: 36392:-31
    [4, 931]: 24966:-31
    [4, 932]: 24706:-31
    [4, 933]: 24705:-31
    [4, 934]: 36325:-31
    [4, 935]: 24933:-31
    [4, 936]: 36461:-31
    [4, 937]: 35977:-31
    [4, 938]: 36049:-31
    [4, 939]: 24721:-31
    [4, 940]: 36375:-31
    [4, 941]: 36378:-31
